(0.000621450, 0.000930346, -0.018249140)
(0.000621450, 0.000930346, -0.018249140)
(0.000621450, 0.000930346, -0.018249140)
(0.000621450, 0.000930346, -0.018249140)
(0.000621450, 0.000930346, -0.018249140)
(0.000621450, 0.000930346, -0.018249140)
(0.000621450, 0.000930346, -0.018249140)
(0.000621450, 0.000930346, -0.018249140)
(0.000621450, 0.000930346, -0.018249140)
(0.000621450, 0.000930346, -0.018249140)
(-0.003437845, 0.003207277, -0.026853880)
(-0.003437845, 0.003207277, -0.026853880)
(-0.003437845, 0.003207277, -0.026853880)
(-0.003437845, 0.003207277, -0.026853880)
(-0.003437845, 0.003207277, -0.026853880)
(-0.003437845, 0.003207277, -0.026853880)
(-0.003437845, 0.003207277, -0.026853880)
(-0.003437845, 0.003207277, -0.026853880)
(-0.003437845, 0.003207277, -0.026853880)
(-0.003437845, 0.003207277, -0.026853880)
(-0.003437845, 0.003207277, -0.026853880)
(-0.003437845, 0.003207277, -0.026853880)
(-0.003437845, 0.003207277, -0.026853880)
(-0.003437845, 0.003207277, -0.026853880)
(-0.003437845, 0.003207277, -0.026853880)
(-0.003437845, 0.003207277, -0.026853880)
(-0.003437845, 0.003207277, -0.026853880)
(0.005461767, 0.003319051, -0.021973110)
(0.005461767, 0.003319051, -0.021973110)
(0.005461767, 0.003319051, -0.021973110)
(0.005461767, 0.003319051, -0.021973110)
(0.005461767, 0.003319051, -0.021973110)
(0.005461767, 0.003319051, -0.021973110)
(0.005461767, 0.003319051, -0.021973110)
(0.005461767, 0.003319051, -0.021973110)
(0.005461767, 0.003319051, -0.021973110)
(0.005461767, 0.003319051, -0.021973110)
(0.005461767, 0.003319051, -0.021973110)
(0.005461767, 0.003319051, -0.021973110)
(0.005461767, 0.003319051, -0.021973110)
(0.005461767, 0.003319051, -0.021973110)
(0.005461767, 0.003319051, -0.021973110)
(0.005461767, 0.003319051, -0.021973110)
(0.005461767, 0.003319051, -0.021973110)
(-0.003861492, 0.000182732, -0.024051550)
(-0.003861492, 0.000182732, -0.024051550)
(-0.003861492, 0.000182732, -0.024051550)
(-0.003861492, 0.000182732, -0.024051550)
(-0.003861492, 0.000182732, -0.024051550)
(-0.003861492, 0.000182732, -0.024051550)
(-0.003861492, 0.000182732, -0.024051550)
(-0.003861492, 0.000182732, -0.024051550)
(-0.003861492, 0.000182732, -0.024051550)
(-0.003861492, 0.000182732, -0.024051550)
(-0.003861492, 0.000182732, -0.024051550)
(-0.003861492, 0.000182732, -0.024051550)
(-0.003861492, 0.000182732, -0.024051550)
(-0.003861492, 0.000182732, -0.024051550)
(-0.003861492, 0.000182732, -0.024051550)
(-0.003861492, 0.000182732, -0.024051550)
(-0.003861492, 0.000182732, -0.024051550)
(-0.003861492, 0.000182732, -0.024051550)
(-0.002622411, 0.002364199, -0.021121490)
(-0.002622411, 0.002364199, -0.021121490)
(-0.002622411, 0.002364199, -0.021121490)
(-0.002622411, 0.002364199, -0.021121490)
(-0.002622411, 0.002364199, -0.021121490)
(-0.002622411, 0.002364199, -0.021121490)
(-0.002622411, 0.002364199, -0.021121490)
(-0.002622411, 0.002364199, -0.021121490)
(-0.002622411, 0.002364199, -0.021121490)
(-0.002622411, 0.002364199, -0.021121490)
(-0.004439191, -0.000670006, -0.026467160)
(-0.004439191, -0.000670006, -0.026467160)
(-0.004439191, -0.000670006, -0.026467160)
(-0.004439191, -0.000670006, -0.026467160)
(-0.004439191, -0.000670006, -0.026467160)
(-0.004439191, -0.000670006, -0.026467160)
(-0.004439191, -0.000670006, -0.026467160)
(-0.004439191, -0.000670006, -0.026467160)
(-0.004439191, -0.000670006, -0.026467160)
(-0.004439191, -0.000670006, -0.026467160)
(-0.004439191, -0.000670006, -0.026467160)
(-0.004439191, -0.000670006, -0.026467160)
(-0.004439191, -0.000670006, -0.026467160)
(-0.004439191, -0.000670006, -0.026467160)
(-0.004439191, -0.000670006, -0.026467160)
(-0.004439191, -0.000670006, -0.026467160)
(-0.004439191, -0.000670006, -0.026467160)
(0.000425589, 0.002608700, -0.025867480)
(0.000425589, 0.002608700, -0.025867480)
(0.000425589, 0.002608700, -0.025867480)
(0.000425589, 0.002608700, -0.025867480)
(0.000425589, 0.002608700, -0.025867480)
(0.000425589, 0.002608700, -0.025867480)
(0.000425589, 0.002608700, -0.025867480)
(0.000425589, 0.002608700, -0.025867480)
(0.000425589, 0.002608700, -0.025867480)
(0.000425589, 0.002608700, -0.025867480)
(0.000425589, 0.002608700, -0.025867480)
(0.000425589, 0.002608700, -0.025867480)
(0.000425589, 0.002608700, -0.025867480)
(0.000425589, 0.002608700, -0.025867480)
(0.000425589, 0.002608700, -0.025867480)
(0.000425589, 0.002608700, -0.025867480)
