88,25406
88,27373
88,2914
88,30661
88,32315
88,33925
88,35347
88,37077
88,38805
88,40482
88,42005
88,43558
88,45053
88,46645
88,48233
88,49779
88,51376
88,52888
88,54536
88,5623
88,57738
88,59315
88,60853
88,6255
88,64058
88,65511
88,67139
88,68732
88,70337
88,71954
88,73558
88,75238
88,77027
88,78665
88,80363
88,81942
88,83397
88,84878
88,8644
88,87966
88,89526
88,91042
88,92593
88,94084
88,95769
88,9756
88,99309
89,00996
89,02727
89,04381
89,06208
89,07948
89,09669
89,11255
89,12876
89,14403
89,15916
89,17304
89,18913
89,20504
89,22171
89,23723
89,25225
89,26891
89,28715
89,30545
89,32485
89,34225
89,35909
89,37563
89,39246
89,40958
89,42712
89,44418
89,46162
89,47872
89,49603
89,51302
89,53028
89,54673
89,56355
89,57888
89,59303
89,60899
89,62568
89,64063
89,65575
89,67234
89,68792
89,70405
89,72107
89,73702
89,75304
89,7692
89,78527
89,80111
89,81784
89,83331
89,84895
89,86561
89,882
89,89953
89,91646
89,93345
89,95066
89,96746
89,98492
90,00243
90,01895
90,03484
90,05064
90,06637
90,08234
90,09843
90,11397
90,13039
90,14648
90,16059
90,17611
90,19028
90,20515
90,22018
90,23611
90,25175
90,26909
90,28829
90,3071
90,32415
90,34202
90,35949
90,37628
90,3936
90,41376
90,43232
90,45171
90,46986
90,48697
90,50391
90,52158
90,53922
90,55695
90,5738
90,59291
90,61027
90,62747
90,64536
90,66252
90,6807
90,69769
90,71545
90,81544
90,8308
90,84698
90,86316
90,87629
90,89198
90,9067
90,91927
90,93335
90,95315
90,97565
90,99776
91,01911
91,04254
91,06378
91,08298
91,09931
91,11818
91,13593
91,15343
91,17017
91,18772
91,20514
91,22364
91,242
91,25976
91,27692
91,29518
91,31317
91,33138
91,34946
91,36701
91,38383
91,40099
91,41925
91,43687
91,45562
91,47234
91,48786
91,50397
91,51882
91,53522
91,55201
91,56897
91,58565
91,60231
91,61965
91,63605
91,65282
91,66945
91,68668
91,70428
91,72105
91,7379
91,75393
91,77087
91,78817
91,80575
91,82354
91,84026
91,85681
91,87333
91,89059
91,90864
91,92652
91,94386
91,96085
91,97781
91,99488
92,0121
92,02973
92,04678
92,06403
92,08752
92,10392
92,12112
92,13858
92,15672
92,17432
92,19221
92,20987
92,22762
92,24618
92,26652
92,28545
92,30423
92,32193
92,33849
92,35545
92,37247
92,3889
92,40713
92,42445
92,44243
92,45927
92,47755
92,49456
92,5118
92,53058
92,54836
92,56612
92,58391
92,60203
92,61961
92,63758
92,65558
92,67347
92,69131
92,70815
92,72587
92,7428
92,76123
92,778
92,795
92,81194
92,83028
92,84721
92,86275
92,8779
92,89164
92,90763
92,92194
92,93714
92,95293
92,96811
92,9827
92,99809
93,01413
93,0295
93,04469
93,06042
93,07605
93,09171
93,10623
93,12175
93,13626
93,15076
93,16521
93,18088
93,19604
93,21091
93,22614
93,24123
93,25668
93,27255
93,28735
93,30316
93,31887
93,33456
93,34958
93,36528
93,38116
93,39809
93,41422
93,43052
93,4483
93,4641
93,48023
93,49653
93,51053
93,52717
93,54379
93,56043
93,57645
93,59132
93,60751
93,62309
93,6399
93,65444
93,66997
93,68643
93,70263
93,7198
93,73731
93,75455
93,77251
93,79115
93,8116
93,83054
93,84884
93,86621
93,88345
93,90051
93,91708
93,9354
93,9528
93,9712
93,98893
94,00493
94,02237
94,04068
94,05857
94,07591
94,09409
94,11096
94,12955
94,14754
94,16446
94,18254
94,20026
94,21741
94,23257
94,24911
94,26579
94,28242
94,29958
94,31625
94,33651
94,35815
94,37539
94,39184
94,40884
94,4258
94,44282
94,45969
94,47568
94,49268
94,50938
94,52854
94,5485
94,56955
94,58651
94,60167
94,61665
94,6312
94,64526
94,65939
94,67319
94,6899
94,708
94,72731
94,74892
94,76371
94,77696
94,79233
94,80815
94,82257
94,83775
94,85311
94,86806
94,88596
94,90416
94,91977
94,93605
94,95249
94,96886
94,98413
95,0009
95,01769
95,03317
95,04904
95,065
95,08006
95,09507
95,11023
95,12666
95,14171
95,15749
95,173
95,1885
95,20601
95,22348
95,23932
95,26099
95,28432
95,30283
95,32053
95,33759
95,35422
95,37238
95,39027
95,41147
95,43095
95,44781
95,46631
95,48304
95,49996
95,51645
95,53403
95,55174
95,57
95,58806
95,60552
95,62244
95,63869
95,65509
95,67366
95,69091
95,71011
95,72865
95,74784
95,76707
95,78617
95,80472
95,82333
95,8418
95,85898
95,87673
95,89259
95,90764
95,92291
95,93762
95,95363
95,9691
95,98513
96,00159
96,01759
96,03308
96,04916
96,06525
96,08113
96,09569
96,10979
96,12459
96,14114
96,15636
96,17245
96,18975
96,20573
96,22095
96,23782
96,25533
96,27204
96,28951
96,30518
96,32169
96,33906
96,35644
96,37399
96,39124
96,40955
96,42687
96,44513
96,46239
96,48283
96,49995
96,51714
96,53374
96,55104
96,56902
96,58707
96,60472
96,62261
96,64027
96,65806
96,67639
96,6945
96,71235
96,7289
96,74729
96,76448
96,78314
96,80208
96,81982
96,83688
96,85464
96,87172
96,88856
96,90495
96,92049
96,93678
96,95258
96,96771
96,98358
96,99964
97,01512
97,03085
97,04591
97,06219
97,07642
97,09292
97,11137
97,12838
97,14479
97,16125
97,1772
97,19336
97,20978
97,22565
97,24139
97,25735
97,27304
97,28817
97,3046
97,3218
97,338
97,35341
97,36988
97,38582
97,40118
97,41658
97,43225
97,44762
97,46287
97,47749
97,49186
97,50791
97,5222
97,53725
97,55291
97,56893
97,58484
97,59971
97,61557
97,63091
97,64575
97,66018
97,67573
97,69028
97,70631
97,72266
97,73988
97,75675
97,77159
97,78742
97,8027
97,82047
97,83664
97,85228
97,86723
97,88243
97,89725
97,91183
97,92867
97,94339
97,95827
97,97348
97,98914
98,00449
98,01993
98,03572
98,05161
98,06851
98,08518
98,10155
98,11856
98,13374
98,14888
98,1645
98,18088
98,19699
98,21314
98,229
98,24469
98,26143
98,27534
98,29155
98,30745
98,32307
98,33794
98,35322
98,36855
98,38471
98,40042
98,4161
98,43226
98,44711
98,46085
98,47548
98,49142
98,50636
98,52219
98,53774
98,55375
98,57211
98,59647
98,61874
98,63568
98,65317
98,6697
98,68595
98,70157
98,71796
98,73374
98,74909
98,76373
98,77932
98,79425
98,81081
98,82613
98,84448
98,86079
98,8765
98,8941
98,91108
98,92967
98,94714
98,96476
98,98216
98,99934
99,01611
99,03464
99,05275
99,07091
99,08916
99,10635
99,12442
99,14214
99,1604
99,17816
99,1969
99,21506
99,23301
99,2523
99,27129
99,29613
99,31468
99,33233
99,34989
99,36782
99,38523
99,40378
99,42131
99,43806
99,45327
99,4686
99,48402
99,49861
99,51357
99,53037
99,54621
99,56081
99,57491
99,58949
99,60638
99,62347
99,64017
99,65535
99,67038
99,68732
99,70332
99,71824
99,73339
99,74884
99,76447
99,7795
99,79275
99,80767
99,82411
99,84067
99,85742
99,87334
99,88911
99,90537
99,92159
99,93734
99,95322
99,9692
99,9851
100,0011
100,0163
100,0314
100,047
100,0611
100,0771
100,092
100,1078
100,1238
100,1399
100,1549
100,1707
100,1874
100,2027
100,2172
100,2327
100,2484
100,2639
100,2785
100,2933
100,3078
100,3224
100,3385
100,3545
100,3688
100,3841
100,3985
100,4135
100,4269
100,4435
100,4592
100,4741
100,4902
100,507
100,5226
100,5377
100,5519
100,568
100,5837
100,5988
100,6154
100,635
100,6569
100,6732
100,6898
100,7059
100,7227
100,738
100,7543
100,7716
100,7888
100,8058
100,8214
100,8366
100,8521
100,8688
100,8849
100,8997
100,9144
100,9308
100,9454
100,9618
100,9773
100,9929
101,0088
101,0245
101,0396
101,0548
101,071
101,0867
101,1024
101,1184
101,1349
101,1509
101,165
101,1813
101,1968
101,212
101,2274
101,2421
101,2565
101,2718
101,2873
101,3028
101,3179
101,3324
101,3478
101,3643
101,3811
101,3977
101,4194
101,4404
101,4557
101,4712
101,4869
101,502
101,5179
101,5326
101,5475
101,5626
101,5768
101,5925
101,6089
101,6254
101,6429
101,6593
101,6751
101,6931
101,7095
101,7275
101,7452
101,7622
101,7805
101,7984
101,8161
101,8351
101,853
101,8707
101,8876
101,9049
101,9223
101,9392
101,9553
101,9734
101,991
102,0109
102,1109
102,1262
102,1405
102,1572
102,1719
102,1871
102,2027
102,2204
102,2359
102,2507
102,2675
102,283
102,2963
102,3113
102,3274
102,3424
102,3579
102,3734
102,3882
102,4033
102,4188
102,4352
102,4508
102,4648
102,478
102,4929
102,507
102,5235
102,5389
102,5545
102,5697
102,5843
102,5994
102,612
102,627
102,6421
102,6578
102,673
102,6891
102,7055
102,7221
102,7385
102,7544
102,7695
102,786
102,8015
102,817
102,831
102,8455
102,8604
102,8767
102,8917
102,9077
102,924
102,9403
102,9556
102,9707
102,9865
103,0034
103,0189
103,0345
103,0508
103,0661
103,0821
103,096
103,1106
103,1259
103,1421
103,1582
103,1731
103,1891
103,2034
103,2182
103,2338
103,249
103,2628
103,2776
103,2938
103,3089
103,3266
103,3452
103,3622
103,3797
103,3973
103,4146
103,4329
103,4499
103,4708
103,4874
103,5051
103,522
103,5394
103,5578
103,5759
103,5943
103,6113
103,6282
103,6453
103,6632
103,6829
103,7009
103,7182
103,735
103,7528
103,7708
103,7891
103,807
103,8241
103,8402
103,8557
103,8699
103,8859
103,901
103,9168
103,9329
103,9474
103,9624
103,9774
103,9928
104,0085
104,0243
104,0404
104,0553
104,0703
104,0846
104,1003
104,1149
104,13
104,145
104,1591
104,1741
104,1894
104,204
104,2197
104,2352
104,2508
104,2648
104,2796
104,2953
104,3103
104,326
104,3418
104,3568
104,3725
104,3882
104,4053
104,4217
104,4389
104,4557
104,4718
104,4901
104,5075
104,5253
104,5436
104,5617
104,5788
104,5958
104,6128
104,6296
104,6461
104,6624
104,6787
104,6952
104,7115
104,7275
104,7433
104,76
104,776
104,7907
104,8057
104,8215
104,8366
104,8511
104,8666
104,882
104,8963
104,9121
104,9281
104,9438
104,9596
104,9742
104,99
105,0057
105,0216
105,038
105,0539
105,069
105,0845
105,1002
105,1157
105,1304
105,1443
105,1595
