-0,01254466;       -0,00043365;      840,1578
-0,01488176;       -0,004152388;      840,1794
-0,01751624;       -0,01180691;      840,1987
-0,02589132;       -0,01575961;      840,2174
-0,01481311;       0,005979282;      840,2365
-0,01925516;       0,002139951;      840,2558
-0,02061642;       0,00135364;      840,2751
-0,02317339;       -0,004282086;      840,2941
-0,01739857;       -0,004289552;      840,3137
-0,01697517;       -0,006788361;      840,3322
-0,0188816;       -0,006765781;      840,351
-0,02054891;       -0,004283604;      840,3699
-0,02333423;       -0,007433896;      840,389
-0,02845646;       -0,004273043;      840,4085
-0,01043741;       -0,00824865;      840,4275
-0,0175996;       -0,002669693;      840,4468
-0,0175996;       0,00224553;      840,4661
-0,01335874;       -0,003053704;      840,4855
-0,02387065;       -0,01024415;      840,504
-0,01958239;       -0,001726053;      840,5262
-0,0195373;       -0,005021804;      840,546
-0,02089729;       -0,003744489;      840,5646
-0,01474831;       -0,009866932;      840,5829
-0,01914599;       -0,01049047;      840,6024
-0,02136611;       -0,009708658;      840,6218
-0,01997854;       -0,001049247;      840,6411
-0,009655107;       0,006090947;      840,6593
-0,01804234;       0,002764741;      840,6788
-0,01399152;       -0,01259565;      840,6967
-0,01615583;       -0,01112488;      840,7156
-0,01983247;       -0,00176754;      840,735
-0,02219462;       -0,001908557;      840,7546
-0,01306372;       -0,002437057;      840,775
-0,01454993;       -0,008645003;      840,7964
-0,02424582;       -0,004599777;      840,8167
-0,02442546;       0,006786047;      840,8364
-0,01549834;       -0,01221751;      840,8557
-0,0200975;       -0,01226036;      840,8765
-0,02102178;       0,001590432;      840,8951
-0,01882382;       9,699108E-05;      840,9145
-0,01477438;       -0,002056533;      840,9328
-0,01916783;       -0,01020562;      840,9516
-0,02003646;       -0,01280847;      840,9713
-0,017906;       -0,01552249;      840,9915
-0,01698778;       0,0007731989;      841,0147
-0,01207143;       -0,007113575;      841,0353
-0,01181682;       -0,002638234;      841,0558
-0,01915038;       -0,008968282;      841,0748
-0,01561025;       0,001219301;      841,0934
-0,01184081;       -0,002677946;      841,1129
-0,02164604;       -0,004108443;      841,1338
-0,02047182;       0,008869646;      841,1536
-0,0129764;       -0,01500482;      841,1729
-0,02118237;       -0,001334233;      841,192
-0,0211773;       0,005389537;      841,2112
0,08478779;       -0,01683633;      841,2295
0,1819874;       0,02890244;      841,2489
0,02167259;       0,04272981;      841,2684
-0,225803;       0,01060398;      841,2885
-0,1860445;       0,0110589;      841,3077
0,1441569;       0,1033174;      841,3266
0,1441569;       0,2565518;      841,3456
0,06880578;       0,1776088;      841,3661
-0,152135;       0,05593232;      841,3851
-0,1617404;       0,1760331;      841,4048
0,05417193;       0,09415682;      841,4239
-0,001188627;       -0,04404823;      841,4422
-0,04639151;       -0,1160112;      841,4611
-0,03225034;       -0,1979031;      841,4805
-0,03391172;       -0,2215562;      841,499
-0,02119351;       -0,1830129;      841,5197
0,008064555;       -0,1627828;      841,5385
0,04121145;       -0,150004;      841,5569
0,02389695;       -0,08944149;      841,5759
-0,0285943;       -0,003075702;      841,595
-0,07539117;       0,01122846;      841,614
-0,02301779;       0,05492675;      841,6334
-0,02156344;       0,05961517;      841,6531
-0,03432024;       0,1000258;      841,6723
-0,01623959;       0,1246293;      841,6924
-0,02208916;       0,0950013;      841,7131
-0,02244076;       0,06504125;      841,7306
-0,03447442;       0,005026245;      841,7491
-0,01897703;       -0,02775531;      841,7721
-0,02953195;       -0,03781731;      841,7933
-0,02953195;       -0,04690097;      841,8116
-0,01499341;       -0,1017196;      841,8313
-0,007991029;       -0,09080636;      841,85
0,02183938;       -0,0721633;      841,8685
-0,02496177;       -0,08040214;      841,887
-0,02496177;       -0,09489492;      841,9061
-0,04284211;       -0,08024634;      841,9247
0,002243901;       -0,01820514;      841,9456
-0,009650919;       0,001022708;      841,9659
-0,02448612;       -0,03908091;      841,9852
-0,04882565;       -0,04761976;      842,0038
-0,03207799;       -0,02649368;      842,0231
-0,01196106;       0,004760262;      842,0416
-0,003763343;       0,01368279;      842,0624
-0,02097131;       0,01399564;      842,0818
-0,02183344;       -0,007180505;      842,1005
-0,03480073;       -0,008519639;      842,1202
-0,01941124;       -0,01234205;      842,1387
-0,0213346;       0,006959111;      842,1589
0,009605303;       0,00846787;      842,1775
-0,01245602;       0,007616736;      842,1964
-0,04131812;       -0,004608736;      842,2151
-0,02801669;       -5,402137E-06;      842,2352
-0,01348374;       -0,002282094;      842,2543
-0,01135331;       0,004360815;      842,2747
-0,01333931;       -0,01106567;      842,2925
-0,03097092;       -0,009184799;      842,3109
-0,01550721;       0,004095312;      842,3282
-0,01404829;       -0,006984591;      842,3471
-0,01758444;       0,001140677;      842,3673
-0,01758444;       0,002730618;      842,3854
-0,04260818;       0,007331152;      842,4053
-0,01757617;       0,001586037;      842,4247
-0,004031374;       -0,003787805;      842,4445
-0,03194281;       -0,004936162;      842,4631
-0,01544784;       0,0003600563;      842,4816
-0,004919656;       -0,02400171;      842,4988
-0,03749217;       0,003933156;      842,5182
-0,01556345;       0,005740916;      842,537
-0,02361237;       -0,01309698;      842,5561
-0,01327752;       -0,01542992;      842,5743
-0,02083818;       0,00168813;      842,5944
-0,01620282;       -0,003441967;      842,6128
-0,01755304;       0,02683339;      842,6312
-0,006114217;       0,01076816;      842,6503
-0,02071293;       0,006400603;      842,6689
-0,01552154;       0,01171395;      842,6877
-0,00624919;       0,006734346;      842,707
-0,02595635;       0,004476633;      842,7284
-0,01927634;       -0,01027827;      842,7479
-0,01981236;       -0,01700223;      842,7673
-0,01981236;       -0,03038587;      842,7857
-0,01661476;       -0,02694406;      842,8055
-0,02437563;       -0,02114258;      842,8245
-0,02146681;       -0,009578038;      842,8456
-0,007271166;       -0,001925949;      842,8644
-0,008264644;       0,008270158;      842,8837
-0,03812385;       0,006297516;      842,9012
5,71101E-05;       0,006836767;      842,9191
-0,02700353;       -0,001654675;      842,9384
-0,03204253;       0,003139538;      842,9581
-0,009643655;       -0,0004810942;      842,9788
-0,007709387;       -0,003858676;      842,9971
-0,03656919;       -0,0210482;      843,0156
-0,01806916;       -0,02260718;      843,033
-0,02519324;       -0,04710353;      843,0501
-0,0008590925;       -0,03208372;      843,0688
-0,02860942;       -0,03519778;      843,087
-0,02860942;       -0,03986285;      843,1052
-0,02030443;       -0,03819858;      843,1234
-0,0112253;       -0,04539124;      843,142
-0,02582878;       -0,06663827;      843,1612
-0,02722337;       -0,05743258;      843,1796
-0,01684774;       -0,07226393;      843,1978
-0,02075602;       -0,06952859;      843,2156
-0,02271479;       -0,04929332;      843,2334
-0,02559517;       -0,06743801;      843,2523
-0,0120797;       -0,05628699;      843,2794
-0,008167999;       -0,05434343;      843,3019
-0,02083918;       -0,0514813;      843,3212
-0,02770808;       -0,04480077;      843,3384
-0,0237234;       -0,04391537;      843,3567
-0,03487597;       -0,07329349;      843,3768
-0,05995346;       -0,09411182;      843,3954
-0,0571611;       -0,1028046;      843,4147
-0,04060093;       -0,07455405;      843,4333
-0,02904861;       -0,003366657;      843,4503
-0,006052153;       0,7248869;      843,4688
-0,006052153;       1,13291;      843,4875
-0,00496817;       0,3980136;      843,5058
-0,02517092;       -0,4591376;      843,5241
-0,03856798;       -0,5849539;      843,5426
-0,03724761;       -0,00452595;      843,5619
0,07224738;       0,6223167;      843,5795
0,04052277;       0,2304279;      843,5972
-0,04597915;       -0,2235975;      843,6149
-0,04597915;       -0,06392091;      843,6331
-0,04705524;       0,06530073;      843,6529
0,0508845;       -8,523464E-05;      843,6718
0,04459236;       0,01999281;      843,6899
-0,02183984;       0,009959839;      843,7084
-0,04372022;       0,005386048;      843,7269
-0,04372022;       0,004988468;      843,7457
-0,02754185;       -0,01960317;      843,7634
-0,007328323;       -4,677474E-05;      843,7817
0,002228695;       -0,005105537;      843,8002
-0,0008411086;       0,002759084;      843,8192
-0,01530213;       0,0004161331;      843,8379
-0,02300662;       0,001339905;      843,856
-0,02253634;       -0,001134639;      843,8744
-0,01697748;       -0,006381202;      843,8927
-0,01032781;       -0,0102478;      843,9131
-0,02080351;       -0,01102683;      843,9312
-0,01504712;       -0,00348617;      843,9491
-0,01268247;       -0,005452214;      843,9679
-0,01268247;       -0,002778521;      843,9872
-0,02188955;       -0,003546979;      844,0057
-0,02614221;       -0,006840214;      844,0239
-0,01057578;       0,005949727;      844,042
-0,01655128;       0,002403702;      844,0605
-0,0123198;       0,005447056;      844,0787
-0,0170248;       0,002092612;      844,0973
-0,01986815;       -0,01197741;      844,117
-0,01163138;       -0,003884069;      844,1361
-0,01928394;       -0,01610117;      844,1549
-0,01667033;       -0,01261372;      844,1738
