98,90189;        1369,477
98,90189;        1369,495
98,98957;        1369,514
99,08872;        1369,533
99,14603;        1369,552
92,91257;        1369,573
89,11143;        1369,592
87,09996;        1369,611
85,98993;        1369,629
86,19189;        1369,649
89,69534;        1369,669
96,77435;        1369,688
96,59795;        1369,705
94,21484;        1369,723
92,52924;        1369,741
91,90575;        1369,758
91,90575;        1369,774
91,99584;        1369,79
92,1069;        1369,806
92,1801;        1369,823
92,20141;        1369,839
92,20141;        1369,854
94,81887;        1369,872
95,08625;        1369,889
95,20632;        1369,905
95,28748;        1369,922
95,2072;        1369,938
95,28603;        1369,954
95,22031;        1369,97
95,1329;        1369,988
94,05849;        1370,005
94,25499;        1370,022
95,36378;        1370,041
95,80324;        1370,058
94,44225;        1370,079
95,52509;        1370,099
95,73108;        1370,118
95,51115;        1370,136
95,51485;        1370,156
95,72885;        1370,174
95,78371;        1370,192
95,90495;        1370,21
95,80277;        1370,227
95,69321;        1370,244
95,45597;        1370,261
94,99778;        1370,278
95,14194;        1370,294
94,88293;        1370,312
94,14214;        1370,33
93,44051;        1370,348
92,8911;        1370,368
92,06891;        1370,387
91,53445;        1370,407
91,12885;        1370,426
90,70873;        1370,444
90,09552;        1370,462
89,20828;        1370,478
89,61916;        1370,496
88,86176;        1370,514
87,50959;        1370,536
87,2993;        1370,553
86,50153;        1370,57
85,50038;        1370,588
84,7562;        1370,605
84,02451;        1370,621
83,28857;        1370,637
82,76249;        1370,656
82,89606;        1370,674
82,15157;        1370,692
81,39774;        1370,709
80,57861;        1370,728
79,87299;        1370,745
79,14899;        1370,762
78,29222;        1370,779
77,55256;        1370,796
77,64732;        1370,813
77,02502;        1370,829
76,54259;        1370,846
76,14486;        1370,863
75,8372;        1370,879
75,61399;        1370,897
75,57837;        1370,914
75,63664;        1370,931
75,88837;        1370,947
76,31995;        1370,964
76,95235;        1370,981
77,82362;        1370,999
78,57668;        1371,017
78,36009;        1371,035
79,32074;        1371,053
80,9937;        1371,071
83,30044;        1371,09
85,31748;        1371,109
87,14328;        1371,127
88,50123;        1371,149
89,40652;        1371,168
90,02169;        1371,187
90,42512;        1371,207
90,89836;        1371,225
91,38297;        1371,244
91,82525;        1371,262
92,18002;        1371,281
92,10713;        1371,3
92,53426;        1371,319
92,60484;        1371,337
92,51185;        1371,357
