65,27832;        920,4
65,48843;        920,4214
65,50533;        920,4393
65,58665;        920,4573
65,5531;        920,4758
65,54502;        920,4932
65,37359;        920,5104
65,23801;        920,5273
65,10949;        920,5433
64,83676;        920,56
64,479;        920,5778
64,05817;        920,5939
63,61879;        920,6111
63,14937;        920,6283
62,78251;        920,6477
62,61297;        920,6657
62,74089;        920,6843
62,83405;        920,7017
63,01546;        920,7197
63,17544;        920,7382
63,10893;        920,7558
62,93071;        920,7736
62,7278;        920,7931
62,56908;        920,8118
62,52938;        920,8293
62,49501;        920,8475
62,62067;        920,8647
62,67677;        920,882
62,719;        920,8983
62,69965;        920,9159
62,70498;        920,9333
62,72919;        920,951
62,73077;        920,967
62,73939;        920,9832
62,63544;        921,0004
62,44077;        921,0172
62,31228;        921,034
62,05536;        921,0513
61,72761;        921,0689
61,35176;        921,088
60,96014;        921,1058
60,76836;        921,1224
60,39942;        921,14
60,12202;        921,1581
60,14792;        921,1754
60,12094;        921,193
60,43363;        921,2127
61,01558;        921,2319
61,60145;        921,2488
62,15037;        921,266
62,01027;        921,2827
62,46809;        921,3011
62,88378;        921,3196
63,23304;        921,3386
63,6207;        921,3575
64,37217;        921,3781
65,26354;        921,3977
66,07033;        921,4165
66,61492;        921,4361
67,03185;        921,4546
67,27462;        921,4729
67,34501;        921,4897
67,38757;        921,5074
67,76509;        921,5254
67,84882;        921,5435
68,47468;        921,5611
68,94094;        921,5789
69,26373;        921,5955
69,35918;        921,6125
69,34909;        921,6303
69,22558;        921,6497
69,0769;        921,6691
69,24179;        921,6874
69,69948;        921,7057
69,60917;        921,7232
69,90848;        921,7419
70,31386;        921,7595
70,66923;        921,777
71,31071;        921,7959
71,71552;        921,8146
72,14648;        921,8358
72,47539;        921,8574
72,8423;        921,8773
73,03944;        921,8961
73,49416;        921,9159
74,12743;        921,9351
74,98735;        921,9552
75,8923;        921,9755
76,7384;        921,996
77,67239;        922,014
78,58839;        922,0324
79,2198;        922,0526
79,00422;        922,0712
78,66026;        922,09
77,70515;        922,1077
77,50629;        922,1249
77,5547;        922,1451
77,67329;        922,1628
77,22947;        922,1806
77,09225;        922,1983
77,15284;        922,2173
77,09422;        922,2362
76,78146;        922,2545
76,60065;        922,2726
76,52899;        922,2901
76,56349;        922,3069
76,81237;        922,3248
76,83532;        922,3434
77,01433;        922,3622
76,81064;        922,3804
76,55976;        922,3986
76,39172;        922,4161
76,42439;        922,4339
76,39978;        922,4526
76,36359;        922,4705
76,3455;        922,4891
76,43883;        922,5063
76,51389;        922,5219
76,68723;        922,538
76,83868;        922,5549
77,17531;        922,5715
77,55274;        922,587
77,63776;        922,6035
77,94408;        922,6207
78,12881;        922,6376
78,26817;        922,6542
78,48185;        922,6705
78,6571;        922,6868
78,67843;        922,7032
78,80902;        922,7202
78,88477;        922,7367
78,94426;        922,7526
79,03188;        922,7692
79,03188;        922,7828
79,13255;        922,7994
79,17165;        922,8167
79,17219;        922,8336
79,25811;        922,8491
79,27235;        922,8642
79,27575;        922,8814
79,16289;        922,898
79,07355;        922,9148
79,068;        922,9326
79,09095;        922,9485
79,10799;        922,9667
79,11111;        922,9838
79,04716;        923,0021
78,935;        923,02
78,84323;        923,0375
78,8217;        923,0547
78,84365;        923,0727
78,85685;        923,0899
78,81984;        923,1068
78,80408;        923,1223
78,77567;        923,1371
78,70383;        923,1537
78,64399;        923,1705
78,69227;        923,1861
78,67126;        923,204
78,43739;        923,2241
78,79942;        923,2448
79,39161;        923,2666
79,5029;        923,2875
79,28051;        923,3093
78,81203;        923,3312
78,16489;        923,3514
77,5347;        923,3715
77,15011;        923,39
76,90789;        923,4076
76,77789;        923,4267
76,73161;        923,4473
76,73363;        923,4682
76,80093;        923,4885
76,98076;        923,5068
77,22467;        923,5254
77,4492;        923,544
77,49268;        923,5624
77,70933;        923,582
77,85577;        923,6
78,03455;        923,6202
78,02311;        923,6376
78,01585;        923,6548
78,11928;        923,6732
78,04082;        923,6913
77,98056;        923,7095
78,05261;        923,7293
78,11546;        923,7473
78,26651;        923,7672
78,38515;        923,7881
78,21378;        923,8083
77,75626;        923,8279
77,21741;        923,8464
76,62734;        923,8646
76,19157;        923,8851
76,3781;        923,9029
75,92145;        923,9227
75,37927;        923,9411
74,853;        923,959
74,42084;        923,9751
74,24797;        923,9927
74,35188;        924,0085
74,73945;        924,0247
74,85856;        924,0408
75,50823;        924,0574
75,99915;        924,074
76,23577;        924,0911
76,19078;        924,1092
75,8175;        924,1259
75,8511;        924,144
75,56285;        924,1625
75,21641;        924,1797
74,97676;        924,1984
74,70275;        924,215
74,22286;        924,233
73,76529;        924,2495
73,33405;        924,2663
73,36496;        924,2831
73,35361;        924,2993
73,78777;        924,3152
74,52378;        924,3311
75,03158;        924,3479
75,14346;        924,3638
75,15438;        924,3819
74,6694;        924,3995
73,90958;        924,4166
73,17199;        924,4354
72,18183;        924,4528
71,15067;        924,468
70,0635;        924,4836
70,13481;        924,5024
69,17816;        924,5204
68,22493;        924,5364
67,37956;        924,5525
66,41663;        924,5691
65,53433;        924,5854
65,53383;        924,6
64,78989;        924,6198
64,14897;        924,6357
63,7157;        924,6529
63,62943;        924,6702
64,03175;        924,6864
64,04411;        924,7028
64,73777;        924,7194
65,32982;        924,737
65,85283;        924,7531
66,25777;        924,7707
66,49786;        924,7885
66,58648;        924,8049
66,59144;        924,8219
66,5843;        924,8399
66,47847;        924,8561
66,38462;        924,873
66,33179;        924,8901
66,33478;        924,9061
66,26432;        924,9236
66,46935;        924,9396
66,94749;        924,9562
67,53757;        924,973
68,1282;        924,991
68,6307;        925,0102
69,13069;        925,0286
69,48399;        925,0485
69,44756;        925,0659
69,73089;        925,0844
69,95798;        925,1023
70,05811;        925,1198
70,10486;        925,1367
70,07264;        925,1546
69,94188;        925,1725
69,65638;        925,1895
69,32738;        925,2061
69,34904;        925,2228
68,99491;        925,24
68,54469;        925,2581
68,07169;        925,2735
67,5817;        925,2893
67,24376;        925,3055
67,28142;        925,3227
66,90862;        925,3411
66,28449;        925,358
65,80628;        925,3759
65,25394;        925,394
64,58015;        925,4127
64,06928;        925,4335
63,66009;        925,4543
63,34436;        925,4733
63,31604;        925,4929
63,56557;        925,5104
63,88164;        925,528
64,31149;        925,5463
64,85869;        925,5643
64,86818;        925,5826
65,46888;        925,6042
65,93031;        925,6226
66,33531;        925,642
66,74709;        925,6606
66,96255;        925,6793
67,07574;        925,7
67,12769;        925,7202
67,0699;        925,7401
66,66375;        925,7595
66,17596;        925,7746
65,85426;        925,7922
65,64086;        925,8079
65,61186;        925,8231
65,47678;        925,8426
65,54579;        925,8606
65,70228;        925,8804
65,82732;        925,903
65,94489;        925,9213
66,30402;        925,9402
66,99097;        925,958
68,03265;        925,9759
69,27649;        925,9942
70,37213;        926,0125
71,49798;        926,0317
72,70849;        926,0501
73,90199;        926,0677
73,88833;        926,0842
74,85992;        926,1019
75,77128;        926,1212
76,68432;        926,1392
77,69826;        926,1563
78,75322;        926,1737
79,98729;        926,1923
81,22608;        926,2106
82,05943;        926,228
83,01418;        926,2446
82,89114;        926,2615
83,63744;        926,278
83,77161;        926,295
83,39561;        926,3113
83,08395;        926,3342
83,15212;        926,3513
83,4352;        926,368
83,45979;        926,3844
83,24239;        926,4015
83,03921;        926,4184
83,00928;        926,4355
83,18528;        926,4517
83,36112;        926,4652
83,36459;        926,4814
83,39619;        926,4987
83,4132;        926,5148
83,45689;        926,5319
83,47408;        926,5489
83,47737;        926,5648
83,5106;        926,5825
83,52602;        926,598
83,53429;        926,6151
83,61897;        926,6317
83,69833;        926,647
83,72159;        926,664
83,69855;        926,6825
83,63128;        926,6981
83,60253;        926,7146
83,65173;        926,7332
83,74984;        926,749
83,81312;        926,7667
83,87117;        926,7849
83,87697;        926,8033
83,88529;        926,8203
83,79823;        926,8365
83,66507;        926,8532
83,54114;        926,8707
83,48061;        926,8866
83,46123;        926,903
83,46779;        926,9207
83,5173;        926,9359
83,55044;        926,9529
83,57968;        926,9719
83,62781;        926,9888
83,67834;        927,0073
83,65945;        927,0264
83,59762;        927,044
83,59931;        927,0629
83,53541;        927,0821
83,50256;        927,0995
83,55244;        927,1188
83,5998;        927,1365
83,59893;        927,1551
83,61489;        927,1746
83,66603;        927,1942
83,6975;        927,2125
83,71177;        927,2308
83,68173;        927,2516
83,627;        927,2702
83,56846;        927,2889
83,52569;        927,3094
83,52618;        927,3296
83,52313;        927,3489
83,52642;        927,3686
83,5377;        927,388
83,56987;        927,4064
83,57364;        927,4254
83,61951;        927,4423
83,616;        927,4592
83,57104;        927,4774
83,5099;        927,4961
83,44484;        927,5134
83,39776;        927,5309
83,42863;        927,5494
83,4906;        927,5649
83,48476;        927,5811
83,48501;        927,5988
83,48684;        927,6137
83,46353;        927,6299
83,4203;        927,6473
83,39957;        927,6647
83,37179;        927,6815
83,35899;        927,698
83,39812;        927,7142
83,3918;        927,7311
83,37636;        927,7491
83,35181;        927,7654
83,30182;        927,7833
83,24033;        927,8011
83,23796;        927,8167
83,31496;        927,8337
83,41231;        927,8536
83,45081;        927,8713
83,46808;        927,8883
83,47137;        927,907
83,48128;        927,9247
83,48503;        927,942
83,47736;        927,9597
83,47061;        927,9769
83,45346;        927,9939
83,45806;        928,0131
83,45189;        928,0308
83,44375;        928,0484
83,40154;        928,065
83,37477;        928,0809
83,35532;        928,0947
83,3316;        928,1124
83,34035;        928,1291
83,32955;        928,1451
83,27853;        928,1613
83,1886;        928,1777
83,14338;        928,1933
83,05691;        928,2093
82,99927;        928,2254
83,00956;        928,2419
82,91251;        928,2572
82,81161;        928,2731
82,74922;        928,2888
82,62194;        928,3049
82,59062;        928,3214
82,41949;        928,3374
82,24235;        928,3541
82,05041;        928,3711
81,83487;        928,3876
81,862;        928,4035
81,6848;        928,4208
81,47334;        928,4378
81,26698;        928,4565
80,96249;        928,4728
80,63543;        928,489
80,67121;        928,5052
80,32221;        928,5216
79,90656;        928,5375
79,34147;        928,554
78,78432;        928,5711
78,26111;        928,5889
77,65012;        928,606
77,78451;        928,6234
77,22408;        928,6401
76,64294;        928,6558
75,99816;        928,6716
75,46465;        928,6882
74,8309;        928,7047
74,99996;        928,7211
74,42783;        928,7385
73,74644;        928,7546
73,11037;        928,7712
72,52733;        928,7877
71,92977;        928,8046
72,07322;        928,8214
71,59401;        928,8381
71,05298;        928,8553
70,55628;        928,8737
70,04389;        928,8914
69,51379;        928,9089
69,06297;        928,9261
68,63855;        928,9433
68,65585;        928,963
68,23761;        928,9803
67,8441;        928,9989
67,48814;        929,0164
67,13309;        929,0356
66,78068;        929,0542
66,4903;        929,0715
66,27615;        929,0873
66,09384;        929,1037
66,09276;        929,1208
65,95274;        929,1387
65,8475;        929,1547
65,74225;        929,1715
65,6406;        929,1886
65,55327;        929,2054
65,54874;        929,2213
65,50502;        929,2387
65,54456;        929,2543
65,5827;        929,2713
65,63737;        929,2872
65,64332;        929,303
65,69796;        929,3196
65,73174;        929,3354
65,75206;        929,3529
65,71106;        929,3701
65,69729;        929,3867
65,786;        929,4036
65,75741;        929,4203
65,87764;        929,4368
66,1947;        929,4535
66,59213;        929,4714
67,10106;        929,4876
67,66128;        929,5047
67,39955;        929,523
68,01389;        929,5402
69,10601;        929,5573
70,67063;        929,5743
72,03357;        929,5921
72,91924;        929,61
73,38653;        929,6274
73,77611;        929,6442
73,7784;        929,662
74,1842;        929,6796
74,63257;        929,698
74,9911;        929,7153
75,20802;        929,7348
75,25851;        929,7529
75,18686;        929,7718
74,98463;        929,7905
74,67825;        929,811
74,27386;        929,8304
73,8139;        929,8516
73,42326;        929,8716
73,11066;        929,8915
72,7989;        929,9108
72,27421;        929,9291
71,56104;        929,9482
70,67984;        929,9662
